10940, 818759, 0.043825, 1.000000, 0.049695, 48.642200, 0.000001, 2.620839, 0.013530, 0.042986, 148.017158, 6, 1005, 1266, 956, 1046, 952, 1138, 949, 850, 1244, 1534,74.840859, 0.013041, 28671.979961, 30.960771, 1741.043922, 10939, 796, 10897, 27, 4, 0, 1, 0, 0, 1, 1, 9, 0, 0, 0, 0, 1, 0, 10131, 10940, 809, 358435321.000000, 0, 32194, 65535, 11, 5531.514122, 14962, 21908277, 0.043825, 1.000000, 0.972285, 238.059771, 0.000001, 2.477781, 0.009886, 0.036329, 147.911164, 6, 1332, 1712, 1267, 1412, 1303, 1552, 1288, 1149, 1729, 2218, 1464.261262, 0.014269, 37072.560180, 6.326142, 40305.661410,14962, 197, 428, 3, 4, 0,1, 1, 0, 0, 0, 14525, 0.731186, 0.037372, 0, 0, 0, 0, 1, 0, 218, 14962, 14744, 9301222.000000, 0, 114, 28960, 148117.805315, 153543.253379, 174.993226, 0.057383, 9, FTPs, FileTransfer
16423, 1220821, 0.043825, 1.000000, 0.049360, 39.883543, 0.000001, 2.609196, 0.009187, 0.029989, 150.886000, 6, 541, 1607, 1486, 1552, 1585, 1793, 1498, 1999, 2055, 2307,74.336053, 0.019578, 42850.825048, 37.759935, 2478.748277, 16422, 1308, 16377, 28, 6, 0, 2, 0, 0, 1, 1, 8, 0, 0, 0, 0, 1, 0, 15097, 16423, 1326, 538049903.000000, 0, 32003, 65535, 11, 8091.015725, 26333, 38821435, 0.043825, 1.000000, 0.978918, 207.918401, 0.000001, 2.463979, 0.005726, 0.023237, 150.779672, 6, 659, 2292, 2241, 2255, 2236, 2568, 2015, 2869, 3754, 5444, 1474.250370, 0.025113, 64883.959160, 7.243226, 63444.625941,26333, 400, 563, 17, 3, 0,2, 0, 1, 0, 1, 25746, 0.623666, 0.031447, 0, 0, 0, 0, 1, 0, 220, 26333, 26113, 16070881.000000, 0, 114, 28960, 257471.279178, 265380.856796, 283.366250, 0.057383, 9, FTPs, FileTransfer
25628, 1921767, 0.043825, 1.000000, 0.049792, 33.454387, 0.000001, 2.664071, 0.007454, 0.021609, 191.034621, 6, 1830, 2172, 2100, 2374, 2227, 1987, 2171, 2499, 4085, 4183,74.987006, 0.024441, 68274.807607, 45.016517, 3470.178393, 25627, 2450, 25579, 32, 4, 2, 1, 1, 1, 1, 0, 7, 0, 0, 0, 0, 1, 0, 23159, 25628, 2469, 839616843.000000, 0, 31969, 65535, 11, 10059.783875, 51645, 76818507, 0.043825, 1.000000, 0.987672, 159.615605, 0.000001, 2.560879, 0.003698, 0.014933, 190.968803, 6, 2571, 2960, 2853, 3646, 3145, 2900, 3555, 4789, 12606, 12620, 1487.433575, 0.049253, 132256.595546, 9.435168, 99608.177164,51645, 451, 650, 15, 3, 0,1, 2, 0, 0, 0, 50974, 0.496234, 0.025017, 0, 0, 0, 0, 1, 0, 255, 51645, 51390, 36100885.000000, 0, 114, 28960, 402256.838928, 412178.031331, 404.497361, 0.057383, 9, FTPs, FileTransfer
21, 4074, 0.035857, 0.992032, 0.128818, 356.538497, 0.000006, 1.270442, 0.160474, 0.293259, 3.369951, 6, 1, 0, 0, 1, 6, 1, 9, 0, 1, 2,194.000000, 0.000125, 26.679282, 4.190291, 661.530883, 19, 7, 17, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 13, 3, 8, 286583.000000, 0, 8147, 65535, 11, 1208.919651, 15, 5294, 0.039841, 0.992032, 0.234351, 527.865712, 0.000085, 0.866578, 0.139063, 0.221604, 2.085942, 6, 4, 1, 2, 5, 0, 0, 0, 0, 1, 2, 352.933333, 0.001273, 12.998672, 2.830265, 1592.629435,15, 8, 10, 2, 0, 0,0, 0, 1, 0, 0, 2, 1.400000, 0.769550, 0, 0, 0, 0, 1, 0, 6, 2, 9, 56238.000000, 0, 2579, 8190, 2537.942344, 2646.763734, 10.171167, 0.057383, 1, FTPs, FileTransfer
14025, 1041965, 0.043825, 1.000000, 0.049332, 44.773335, 0.000001, 60.010406, 0.013248, 0.507371, 185.804117, 6, 2103, 1893, 1577, 2051, 2439, 2250, 1710, 0, 0, 2,74.293405, 0.013375, 841645.944393, 33.636091, 146.428028, 14024, 1034, 13982, 21, 6, 0, 4, 1, 0, 2, 0, 9, 0, 0, 0, 0, 1, 0, 12971, 14025, 1054, 459501651.000000, 0, 32306, 65535, 11, 5607.868206, 20137, 29488207, 0.043825, 1.000000, 0.972363, 236.314981, 0.000001, 60.088966, 0.009224, 0.423973, 185.735882, 6, 2856, 2629, 2149, 2933, 3447, 3591, 2531, 0, 0, 1, 1464.379351, 0.019204, 1210011.510984, 6.372850, 3453.948461,20137, 249, 564, 18, 2, 1,2, 0, 1, 0, 0, 19549, 0.696479, 0.035335, 0, 0, 0, 0, 1, 0, 178, 20137, 19959, 12723546.000000, 0, 114, 28960, 158764.190718, 164313.754177, 183.860296, 0.057383, 9, FTPs, FileTransfer
2, 233, 0.043825, 0.110890, 0.077357, 71.417785, 0.249988, 0.249988, 0.124994, 0.124994, 0.249988, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1,116.500000, 0.499976, 0.499976, 2.338353, 932.044443, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 8190.000000, 0, 4094, 4096, 11, 932.044443, 1, 119, 0.079017, 0.079017, 0.079017, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119.000000, 0.000000, 0.000000, 119.000000, 119.000000,1, 1, 1, 0, 0, 0,0, 0, 0, 0, 0, 0, 2.000000, 1.957983, 0, 0, 0, 0, 0, 0, 0, 1, 1, 488.000000, 0, 488, 488, 0.000000, 1408.067142, 12.000572, 0.057383, 1, FTPs, FileTransfer
12715, 939073, 0.043825, 1.000000, 0.049041, 45.927328, 0.000002, 2.541873, 0.011690, 0.035055, 148.637845, 6, 387, 1140, 1416, 1549, 942, 1122, 1350, 1259, 1887, 1663,73.855525, 0.024252, 32319.914918, 32.790934, 2106.822378, 12714, 862, 12672, 28, 3, 0, 1, 0, 0, 1, 0, 10, 0, 0, 0, 0, 1, 0, 11838, 12715, 877, 416585457.000000, 0, 32194, 65535, 11, 6317.859356, 17743, 26180911, 0.043825, 1.000000, 0.979789, 204.321960, 0.000001, 2.397721, 0.008371, 0.029456, 148.532166, 6, 480, 1560, 1943, 2163, 1250, 1595, 1791, 1924, 2684, 2353, 1475.562814, 0.016921, 42542.764629, 7.370720, 50094.244213,17743, 408, 369, 5, 3, 0,1, 0, 1, 0, 0, 17364, 0.716621, 0.035869, 0, 0, 0, 0, 1, 0, 186, 17743, 17557, 9708626.000000, 0, 114, 28960, 176264.251066, 182456.789473, 204.914166, 0.057383, 9, FTPs, FileTransfer
15722, 1171195, 0.043825, 1.000000, 0.049465, 41.517416, 0.000001, 2.517296, 0.009371, 0.030103, 147.335091, 6, 1186, 1264, 1599, 1738, 1661, 1325, 1425, 1753, 1828, 1943,74.494021, 0.014994, 39576.925156, 36.273934, 2474.628556, 15721, 1223, 15681, 22, 6, 1, 1, 0, 1, 1, 0, 9, 0, 0, 0, 0, 1, 0, 14481, 15722, 1241, 515090586.000000, 0, 32308, 65535, 11, 7949.192504, 24059, 35457379, 0.043825, 1.000000, 0.978597, 209.664892, 0.000001, 2.372611, 0.006119, 0.023759, 147.228219, 6, 1430, 1825, 2194, 2704, 2625, 1841, 1934, 2788, 3174, 3544, 1473.767779, 0.022944, 57082.649152, 7.182891, 62030.796969,24059, 264, 521, 17, 4, 0,1, 0, 0, 0, 0, 23516, 0.653477, 0.033031, 0, 0, 0, 0, 1, 0, 221, 24059, 23838, 14755275.000000, 0, 114, 28960, 240832.764877, 248607.265128, 270.003566, 0.057383, 9, FTPs, FileTransfer
33, 3362, 0.043825, 0.120850, 0.067649, 41.862690, 0.000003, 0.091714, 0.037807, 0.036895, 1.247639, 6, 3, 4, 2, 5, 3, 1, 4, 4, 4, 3,101.878788, 0.000102, 3.026559, 4.347547, 2761.343589, 33, 16, 29, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 33, 16, 1081309.000000, 0, 32756, 32768, 11, 2694.689858, 18, 6068, 0.078353, 1.000000, 0.223845, 448.997955, 0.000003, 0.142827, 0.065536, 0.030994, 1.179642, 6, 2, 2, 1, 4, 1, 1, 2, 1, 2, 2, 337.111111, 0.000056, 2.570887, 3.354136, 10876.535046,18, 16, 10, 5, 0, 0,1, 0, 0, 0, 0, 2, 1.833333, 0.554054, 0, 0, 0, 0, 0, 0, 0, 18, 18, 2502.000000, 0, 139, 139, 5143.933664, 7558.276430, 40.877211, 0.057383, 9, FTPs, FileTransfer
11622, 878087, 0.043825, 1.000000, 0.050169, 48.248714, 0.000003, 60.002886, 0.013939, 0.557274, 161.998617, 6, 1433, 1891, 2627, 1856, 1502, 1802, 509, 0, 0, 2,75.553863, 0.033251, 697353.538982, 31.213267, 135.577610, 11621, 975, 11567, 25, 8, 2, 5, 2, 1, 1, 10, 1, 0, 0, 0, 0, 1, 0, 10620, 11622, 1002, 380778881.000000, 0, 32363, 65535, 11, 5420.336399, 17275, 25368539, 0.043825, 1.000000, 0.975107, 225.485580, 0.000001, 60.156050, 0.009373, 0.458241, 161.926948, 6, 1985, 3417, 3938, 2534, 2076, 2506, 818, 0, 0, 1, 1468.511664, 0.016475, 1039195.763177, 6.678919, 3204.673282,17275, 273, 436, 13, 3, 0,3, 0, 0, 0, 1, 16819, 0.672764, 0.034613, 0, 0, 0, 0, 1, 0, 182, 17275, 17093, 10648423.000000, 0, 114, 28960, 156666.566636, 162017.593093, 178.378066, 0.057383, 9, FTPs, FileTransfer
